userName,score,at,label,content
Agus Sarif hidayatulloh,4,7/10/2024 6:30,positif,format job seeker yang bagus
Delly Prajatiana,1,7/10/2024 6:23,negatif,lemot
Lia,2,7/10/2024 6:07,negatif,apk nya ada bug kah? dari kemarin cari job tiba-tiba ngeleg hp ku dan mematikan daya sendiri. bahaya bgt mana hp ku masi baru ngga mungkin yg salah hp ku kan ya? beberapa kali kejadian gini jadi emg yg bermasalah dari apk nya. tolong diperbaiki masalah bug gini
Muhammad Fauzi Handoyo ojiaja,4,7/10/2024 4:51,netral,👍👍👍
Shinta Wulansari,5,7/10/2024 3:08,positif,mudah dan cepat kirim lamaran melalui Glints... semoga cepat direspon oleh Perusahaan yg dituju
Wanita malam Malam,5,7/10/2024 2:14,positif,mantap makin maju dan sukses selalu
Aditya Subekti,5,7/10/2024 1:35,positif,sangat membantu
Abiyyu Panggalih (Abiyyu_xyz),5,7/9/2024 23:08,positif,terimakasih 🙏
Yudi Kustanto,5,7/9/2024 7:33,positif,bagus
Mas Blangkon,5,7/9/2024 6:46,positif,mantap
Istiari Maslina,3,7/9/2024 4:34,netral,mudah2an bisa dapat job
JAE NI,5,7/9/2024 4:04,positif,sangat membantu dalam proses pencarian pekerjaan... recommended buat kalian yang sedang mencari informasi pekerjaan
Sulis Tujutiga,5,7/9/2024 2:41,positif,apk nya mantap semoga semakin update apk nya
alfinur khairi,1,7/8/2024 17:52,negatif,tidak ada 1 pun perusahaan yg merespon
Rudy Jaya saputra,5,7/8/2024 17:40,positif,Beautiful
Muhammad Iqbal Rifansyah,5,7/8/2024 16:11,positif,bagus
Fifin Dewi Fatma,4,7/8/2024 14:51,positif,Bagus
herry sulistiyo,4,7/8/2024 12:28,netral,masih meragukan tp ya semoga bisa buat lamar kerja praktis
AMRAN SHALEH,5,7/8/2024 11:25,positif,bagus
Randy Alfatih,5,7/8/2024 10:23,positif,keren Glints
Mega Purba,1,7/8/2024 8:33,netral,semoga bermanfaat
dedi mulyadi,5,7/8/2024 7:48,positif,sangat membantu
ardo scoot,4,7/8/2024 7:40,positif,"Aplikasi ini cukup bagus dan saya baru memulainya, sebagai informasi asya kasih bintang 4 dulu.untuk selanjutnya jika meningkat saya kasih bintang 5"
Mainin Higame,5,7/8/2024 7:22,netral,Halo min Bisakah menambah fitur beberapa CV di glints saat melamar ? Karena terkadang butuh 1-4 CV untuk menyesuaikan loker yang ada sesuai cvnya Terima kasih
PejuangMahar _03,5,7/8/2024 6:45,positif,sangat membantu
buddy librata,5,7/8/2024 6:21,positif,good company
ENI DESRIYANTI,2,7/8/2024 6:03,netral,kasi 5 next
Kaisar Abdan Syakuro,5,7/8/2024 5:54,positif,gokilll !!!
Hana Z.H,5,7/8/2024 3:51,positif,Sangat membantu 🙏🏼😊
Daman Mini,2,7/8/2024 2:30,netral,Maaf tak kasih 2 bintang dulu soalnya udh bnyk masukin lamaran tpi belum ada satu pun yg di respon
Humaedi,5,7/8/2024 0:40,netral,Baru lulus SMK
Asep Sumarno,5,7/7/2024 23:54,positif,sangat membantu
Dasep Darwin,4,7/7/2024 14:35,positif,sangat membantu dalam mencari pekerjaan
Waris Sutomo,5,7/7/2024 14:30,positif,mantap.
Amir Hydra,5,7/7/2024 13:31,negatif,selalu update dan info yg di berikan akurat
agung nugroho,5,7/7/2024 13:29,netral,mudah mudahan bisa dapet kerja
Ivank Lala,5,7/7/2024 12:07,netral,Semoga Halal dan Barokah
Denni Darmawan,5,7/7/2024 11:49,positif,ok
Bocil Galau,5,7/7/2024 7:27,positif,ok
Dhy Amsikan,5,7/7/2024 4:48,positif,sangat membantu
Hary Prianto,5,7/7/2024 3:52,netral,sya berharap besar bisa mendapatkan pekerjaan di Glints ini.
#R B T J.,5,7/6/2024 14:20,positif,bermanfaat
Suci Suci,2,7/6/2024 11:35,netral,blum tau gimana ni hasilnya tapi saya akan mencobanya lagi karena agak eror aplikasinya
Riki Sapna,4,7/6/2024 7:48,positif,ok
Adian Sumarlin,5,7/6/2024 6:12,positif,terbaik
Baskara Abiyu,5,7/6/2024 4:27,positif,lumayan cari bisa cari sibuk disini
Irwan Syah,3,7/6/2024 3:53,positif,banyakin reference worknya
Wiliy Eka,5,7/6/2024 2:31,positif,terima kasih
Agnes Toto,5,7/6/2024 1:41,positif,sangat baik
Adel Ruyadi,4,7/6/2024 0:46,positif,membantu
Nurhidayat,5,7/5/2024 14:28,positif,keren
Yanto Bae,4,7/5/2024 14:16,positif,sangat membantu
Syrfh RzaaMasturah,3,7/5/2024 12:50,netral,masih baru di coba kasih bintangnya 3 dulu :)
Hizam Fikri Aditama,5,7/5/2024 11:46,positif,terimakasih sudah memudahkan dan membantu saya mendapatkan pekerjaan yang sesuai dengan kemampuan saya.
Ismail Anugerah,5,7/5/2024 11:37,netral,Apk nya bagus tapi apa gk ada yg buat lulusan SD kaya saya 🙏
brian muhamad,5,7/5/2024 8:09,netral,💸
Ren Di,5,7/5/2024 7:24,positif,apk nya bagus
andri dwi cahyo,5,7/5/2024 7:11,positif,good
Siutu Gowasa,5,7/5/2024 4:47,positif,"Aplikasinya sangat bagus, jobseeker bisa langsung chat ke HRD perusahaan. Saran tolong ditambahkan fitur pencarian nama perusahaan yg buka loker, kemudia iklan loker harusnya dibuat estimasi expired date karena banyak HRD tdak perduli php jobseeker. Status tahap komunikasi, wawancara dan skill/psikotest tahap ini tidak ada info kelanjutan sampe berbulan2."
Ari Al Buchori,5,7/5/2024 3:37,positif,praktis dan update
Fuad anisul,5,7/5/2024 2:47,positif,membantu mencari informasi
Pijayy Pariss,5,7/5/2024 2:42,positif,bagus dan menambah wawasan
Jumhar Mahar,4,7/5/2024 2:16,netral,untuk sementara baik
Ryas Alfayed,5,7/5/2024 2:09,positif,mantaaaap
Yudha Aditya,5,7/5/2024 1:59,positif,Aplikasi ini sangat bermanfaat
Asmaulhusna P. Poha,5,7/4/2024 22:53,positif,Mantap
andalanta shopp,5,7/4/2024 16:39,positif,"Terimakasih untuk aplikasi sangat membantu, saya bisa dapat pekerjaan dari aplikasi glints. Semoga semakin baik lagi pelayanan"
Raidah Rahmatul,2,7/4/2024 13:07,positif,keren
Restu suka damai Waruwu,5,7/4/2024 9:46,positif,sangat baik
Octavia Kristian,1,7/4/2024 8:36,netral,Tolong mempeluas daerah kopo bandung
Aris Kurniawan,5,7/4/2024 7:25,positif,ok
Arnol Nili,5,7/4/2024 6:10,positif,Luarrr biasaaa
Qetty Chodijah,5,7/4/2024 4:31,positif,Bagus
Kantongkost Kantongkost,5,7/4/2024 3:45,positif,good
Mahalini Naturi,4,7/4/2024 2:07,netral,Smoga muda mencari pekerjaan
Putrasenja Putra,5,7/4/2024 1:42,positif,aplikasi yang sangat baik
aditya syayendra,5,7/3/2024 22:47,positif,"over all, good"
Yesti Zebua,5,7/3/2024 17:09,positif,sangat bermanfaat
fairuz 170617,4,7/3/2024 15:20,positif,membantu
Siti Marlina,5,7/3/2024 14:29,netral,bismillah ya aku baru download
Mandowen Sara,5,7/3/2024 13:55,positif,sangat membantu sekali buat kita yang jauh di papua bisa mencari lowongan keluar daerah mencari pengalaman ke luar daerah dan keluar dri zona nyaman
Thaufik Arios,5,7/3/2024 13:52,positif,ok
rio utsman,2,7/3/2024 13:21,negatif,Di pengaturan bahasa saya kok gak bisa diubah ke bahasa indo min
RENDY SAPUTRA,5,7/3/2024 12:54,positif,Responsif
Oman On-off,5,7/3/2024 12:03,positif,baik
Triatmojo Pangestu,5,7/3/2024 9:43,positif,Excellent
aditya fikri,1,7/3/2024 4:19,negatif,tidak ada pekerjaan di kota Palembang
bagus m yusuf,5,7/3/2024 4:09,positif,cukup baik
Indra Agu,5,7/3/2024 3:16,positif,manatap
Yuuki Vtuber,2,7/3/2024 2:16,negatif,Woi KNP setiap Ku Lamar kerja Malayan di tolak terus Padahal sudah pengalaman kerja juga masih ada di tolak Katanya aplikasi Lowongan kerja Sudah sampe 100 masih di tolak juga Mau loh APA sih haah Dasar aplikasi Lowongan kerja gak guna
Mohamad Syaiful,5,7/3/2024 1:57,positif,sangat membantu
Masitah,3,7/2/2024 15:10,negatif,"Saya tidak mengerti, apakah aplikasi nya terlalu berat atau memang aplikasinya yang terlalu lambat. Untuk memproses masuk aplikasi saja sangat lama"
Ad Riana,4,7/2/2024 13:01,netral,semoga beruntung
Harryl Rusta,4,7/2/2024 12:53,netral,"Saya merupakan lulusan S1 Sosiologi universitas Riau dengan IPK 3.45. Saya cukup aktif dalam beberapa kegiatan, perlombaan, dan juga organisasi selama berkuliah. Saya pernah terpilih menjadi perwakilan Fakultas ilmu sosial dan ilmu politik di pemilihan Duta universitas Riau pada tahun 2020 dan meraih penghargaan sebagai pemenang Duta Universitas Riau Favorit"
D S,5,7/2/2024 12:48,netral,"bagus, namun saya lamar blm ada jawaban"
Ariep Adiguna,5,7/2/2024 9:20,positif,good job
Fathur rohman,5,7/2/2024 8:33,positif,good
Rizky Maulana,5,7/2/2024 6:54,netral,blm tau kedepannya
fitri riyanti,5,7/2/2024 6:49,netral,bagus tapi saya belum ada panggilan kerja
Rizaldi Aldi,5,7/2/2024 4:56,positif,Sangat terbantu dari aplikasi glints untuk info kerjaan
jethro Lubis,5,7/2/2024 4:50,positif,nice apps
First Leo,1,7/2/2024 4:44,negatif,"Gak bisa re-set Password yg lupa. Sdh berhasil dpt link re-set Password via Email, tapi saat email dipakai buat masuk kembali ke akun glints kmdn itu email saya dianggap gak valid pd hal itu Email yg sejak pertama dipakai daftar akun glints. Sepertinya glints sedang bermasalah?"
Nurdin M,1,7/2/2024 3:07,negatif,chat ke hr nya tidak pernah ada balasan
Fendri Anabokay,5,7/1/2024 23:53,netral,pelamar kerja
Halimah Halimah,5,7/1/2024 18:46,positif,baik
Zaidan Halim,5,7/1/2024 6:27,positif,sangat membantu untuk semua org yg membutuhkan banget
Bagus Pamuji,4,7/1/2024 3:45,positif,sangat membantu dan mudah
Adi Sugiono,5,7/1/2024 2:35,positif,good
viana febrianti,5,7/1/2024 2:11,positif,sangat bermanpaat
Vhe 28,4,7/1/2024 2:09,positif,semoga membantu
play bambi,5,7/1/2024 1:50,positif,terbaik
Suparno Parno,2,7/1/2024 1:18,negatif,Tolong dong dibantu...sampai sekarang saya blom juga kerja2...lamaran nya doang kerja nya tidak..🤦 sekalian ada panggilan pakai uang admin...😡😡
Doddi Lavista,5,6/30/2024 16:20,positif,membantu sekali
Dimus Patri,1,6/30/2024 4:47,netral,masih dalam proses
Ozil Punya,5,6/30/2024 2:00,positif,Sangat bagus
Hakim Firdaus,5,6/29/2024 22:51,positif,good
Drl Deril,5,6/29/2024 20:59,positif,APLIKASI INI SANGAT MEMBANTU UNTUK KOMUNIKASI DAN PERKERJAAN
Andry Wijaya,4,6/29/2024 17:04,positif,keren
Aulia Septyani,5,6/29/2024 13:55,positif,baguss sekali membantu sekali
Jumali Komboran,2,6/29/2024 12:07,positif,Aplikasinya bagus saya tertarik untuk bergabung bisnis .
bahri 07,3,6/29/2024 11:58,positif,mantap
Aigo Iso,4,6/29/2024 8:31,positif,good
Mada Luan,5,6/29/2024 6:39,positif,sangat membantu
Mul Wiwid,4,6/29/2024 5:41,netral,"3 bintang dulu,kalo ada yg menerima saya bekerja,saya lgs kasih bintang 5,🙏"
adi murhadi,5,6/29/2024 2:36,positif,ok
Andriansyah Yusuf,5,6/29/2024 2:06,positif,bagus apk nya
Mamat Mutakin,4,6/29/2024 2:01,positif,oke
Irpan Ipan,5,6/28/2024 17:23,positif,"Ok,aplikasi Glints"
Ferhan Wijaya,5,6/28/2024 12:58,positif,sangat membantu
bagus bijak,5,6/28/2024 11:17,positif,sangat pembantu
Ahmad Alkahfi,4,6/28/2024 10:26,positif,keren
Dudu Solahudin,5,6/28/2024 8:01,positif,lowongan kerja di Glinds mantap
Imroatul Hasanah,5,6/28/2024 5:06,positif,very good
Akhmad Khoir Altaffiro,5,6/28/2024 4:27,netral,b aj
Taufik Fadillah,5,6/28/2024 2:54,positif,Sangat Baik
Diana Fatmawati,2,6/28/2024 1:23,negatif,Aneh gua satu pun lamaran GK ada yang kepangil
zakaria zack,5,6/28/2024 0:22,netral,👍👍👍👍👍
Ashari Ari,4,6/28/2024 0:02,netral,selalu update yg terbaru loker kerja nya ya
vino hariadi,4,6/27/2024 15:42,positif,bagus
ERIK ARIANSYAH,5,6/27/2024 13:22,positif,Aplikasi sangat membantu yg membutuhkan pekerjaan
Rifki Fadjri,5,6/27/2024 13:21,positif,good
Arga Neva,1,6/27/2024 12:14,negatif,Aplikasi tolol daftar jadi perusahaan yg mau rekrut malah di persulit
Dodi Saputra,5,6/27/2024 11:07,positif,Bermanfaan dan membatu pencari kerja
Dadi Setiawan,5,6/27/2024 10:14,positif,ok
Bayu Setiawan,5,6/27/2024 6:39,positif,sangat membantu para pencari kerja
Boy Daniel Marpaung,1,6/27/2024 3:33,negatif,"Maaf buat UI nya sekarang berat banget. Kasih rate *1. Ntar kalo ga sering keluar tiba² atau udah ga lag lagi, baru kasih *5"
Tofan Mutaqin,2,6/27/2024 2:34,negatif,"Fungsi Filter tidak berguna, mau menampilkan loker di jakarta, malah muncul banyak yg diluar kota"
Vika Nurjannah,5,6/27/2024 2:30,negatif,"UPDATE MULUUUU, SEBULAN SEKALI KAH APLIKASINYA KUDU UPDATE?"
Fai Akhmad,5,6/27/2024 1:50,positif,yesss memuaskan
Dodi Saputra,5,6/26/2024 23:39,netral,Semoga bisa membantu
Agus Wahyu Widayat,2,6/26/2024 12:52,negatif,"Masih banyak yang perlu diperbaiki, contoh kita sudah pilih option kota/daerah yang diinginkan, job dan range salary, tapi resultnya keluar semua lowongan tersebut dari semua daerah dan range salary juga dari nol keluar semua. Seolah olah option yang dicantumkan tidak ada arti. Jadi kita disajikan data random. Sangat tidak effisien. Beda dengan aplikasi sebelah."
Ghanes Gunansyah,5,6/26/2024 12:00,positif,mudah dimengerti
asep maulana,5,6/26/2024 9:44,netral,semoga segera mendapatkan pekerjaan
Malta Muhtar,5,6/26/2024 8:01,positif,sangat membantu
Daeng Manaick,2,6/26/2024 7:53,negatif,kurang puas denga aplikasi ini karena saat pencarian skill tidak dapat di temukan padahal skil ku sebagai sopir Driver
Dedi Rosadi,5,6/26/2024 7:34,positif,bagus
Yanti Pku,5,6/26/2024 7:15,netral,"semoga diterima ya kerja nya,app nya bagus sekali"
Faza Febry,4,6/26/2024 7:12,positif,bagus
Robin,1,6/26/2024 6:33,negatif,Lowongan sesuai lokasi sedikit
Dewi Anggraini,4,6/26/2024 5:29,negatif,Kenapa waktu mau upload cv selalu gagal mulu dan kembali ke beranda awal lagi mohon bantuannya dong udh berkali Kali tetep gabisa
sunarthoz athoz,4,6/26/2024 3:32,positif,glins.sangat membantu mencari pekerjaan. dan mudah d gunakan untuk melamar. tahank glints is the best
Nasrul Pane,4,6/26/2024 0:46,positif,bagus
Ardian Rianto,5,6/25/2024 23:30,positif,baguuus
Govinda_fsta01 Boy,5,6/25/2024 10:22,positif,baru usaha awal
Bella,5,6/25/2024 10:04,positif,baikk sekali
Ardi Djatmiko,4,6/25/2024 2:51,positif,keren
HCO_MUHAMAD ALI SUNAN,1,6/25/2024 2:24,negatif,Lamaran pekerjaan banyak yang sudah tutup tapi tetep ditampilkan
Enggarsatya Yudhardhana,1,6/24/2024 21:32,negatif,Notifikasi nya telat sehingga saya terlambat untuk pemberitahuan interview.
Jansen Hutahayan,4,6/24/2024 15:17,positif,wooww
RUDI489 CHANNEL,5,6/24/2024 13:52,positif,"aplikasi nya keren, fasilitasnya sangat membantu mendapatkan kerja"
Joni Hidayat,5,6/24/2024 11:51,positif,Sangat bermanfaat
Haniya and Ayisa,5,6/24/2024 8:26,positif,Trimakasi dengan aflikasi ini kami jadi mudah mencari lowongan kerja trimakasi
Hardi Ansyah,5,6/24/2024 5:55,positif,bagus wadah pencari kerja terupdate sangat membantu buat yang mencari pekerjaan
Munawir gazali,5,6/23/2024 16:37,positif,Sejauh ini cukup bagus
SULTON,5,6/23/2024 8:19,netral,Baru install besok langsung berangkat kerja njirrr😭🗿
Calvin Gilang,4,6/23/2024 8:07,netral,moga dapet kerja yang baik halal aamiin
kudun dani,5,6/23/2024 7:23,positif,good buat freshgraduate
Anggun Tralala,5,6/23/2024 6:41,positif,informasinya sangat membantu
Iman kurniawan,5,6/23/2024 5:05,netral,semoga bermanfaat
Kooky Girl,5,6/23/2024 3:50,positif,lebih mudah digunakan dibanding yg sebelah
sulfahmi 0201,3,6/23/2024 2:21,netral,Pengen kerja kk
Triya TV,5,6/22/2024 16:44,positif,goood
Aies Putra,2,6/22/2024 13:44,negatif,Tolong hilangin preferensi kerjanya dong sama aku cari ptnya gk nemu² padahal aku liat di instagram buka loker pas kiat di aplikasinya gk ada gimana ya?
Tony pradana,4,6/22/2024 8:30,netral,kasih 4 dulu kalu bagus saya tambah lg
Irsan Tinova,5,6/22/2024 8:29,positif,Top
Apriliansyah Pradiba,5,6/22/2024 3:01,positif,bagus
Kamadardiansah,3,6/22/2024 2:06,positif,mantep
Palewagau K,5,6/21/2024 17:07,positif,Sangat membantu dan memudahkan para calon pelamar
aulia hafid,5,6/21/2024 16:39,positif,selalu membantu sesama manusia
putri miranti,5,6/21/2024 14:02,positif,Good job
Hary Riyadhy,5,6/21/2024 10:25,positif,MNtap
Hadiat Reivan,5,6/21/2024 10:24,positif,bagusss
TTK Cristina Pelegia Manurung,5,6/21/2024 10:06,positif,bagus
Marvel Gustian,5,6/21/2024 9:51,positif,saya senang berkerja di sini ayo segera download aplikasi ini supaya bisa anda mendapatkan uang yang banyak dan juga kita mendapatkan pengalaman yang baik dan benar supaya kita dapat melihat bahwa ada di Indonesia dan juga kita mendapatkan uang dari hasil download glints yang baik dan benar kita ini harus cepat kaya dengan aplikasi ini dan bijak untuk mengunakan hasil dari ini dan benar jadi kita harus berkerja disi dengan aplikasi ini juga kita mendapatkan uang yang banyak dan baik digunakanlak
Abdul Aziz,4,6/21/2024 9:44,positif,mantaf
Wahyu Hidayat,5,6/21/2024 2:53,netral,"Sudah min bisa saya atasin sendiri, sukses selalu"
Syamsul Fuad,5,6/21/2024 2:14,positif,terima kasi ada aplikasi ini sangat membantu
Iwan Setiawan,5,6/20/2024 16:40,netral,Baru nyoba
ahmad faiq,3,6/20/2024 8:08,negatif,"Mohon di bantu min,,, saya pilih loker untuk khusus jakarta yg muncul malah daerah lain semua,,, mohon diperbaiki 🥴"
Achil hermawan,5,6/20/2024 2:47,positif,bagus
Mega Larashati123,5,6/20/2024 2:30,positif,Ok
GANI PUTRA S CHANNEL,5,6/20/2024 1:36,netral,semoga saja aplikasi ini bisa membantu saya yang sedang menganggur.
Matt Virgo,5,6/19/2024 12:03,positif,"sangat membantu sekali, bagi yang lagi cari lowongan..."
Nabil Bil,4,6/19/2024 11:44,positif,sengat baik banyak lowongan kerja
Heny Aryati,5,6/19/2024 11:35,positif,banyak pilihan.bagus
yulifati123 123,1,6/19/2024 1:45,negatif,lama sekala resposn
Taufik Hidayat,5,6/18/2024 18:21,positif,exellent
Herman Saputra,4,6/18/2024 15:42,positif,bagus
Udin Chusnul,5,6/18/2024 13:49,netral,interaksi langsung dgn hrd
Najwa Durahman,3,6/18/2024 12:00,netral,saya berterima kasih jika bisa diterima
Angga Nugraha,2,6/18/2024 8:25,netral,semoga membantu
Haidar Ali,5,6/18/2024 8:15,positif,sangat baik
Anne Aisyam,5,6/18/2024 7:46,positif,sangat puas
Herman Syah,5,6/18/2024 6:41,positif,bagus
Hp Baru,4,6/17/2024 14:37,netral,tolong jangan menipuya
Nova aurel lia natasya Yen,3,6/17/2024 12:36,netral,bagus tapi blm dapet uang nya gimana Cara nya
Bayu Sofyan Ardiansyah86,3,6/17/2024 12:04,netral,saya kasih 3 bintang dulu ya
Diar Febian,5,6/17/2024 10:52,positif,baik
Sir Tafara,5,6/17/2024 6:41,positif,"Good application for searching for jobs, recommend it much"
RADEN BASKORO,5,6/17/2024 3:27,positif,dapat mambantu dlm mencari kerja yg diinginkan
Serlin Daro,1,6/16/2024 16:38,positif,sangat bagus
Nardi Hot30,5,6/16/2024 13:49,positif,sangat membantu
Yana Setiana,5,6/16/2024 13:31,positif,Ok
Fathul mubin,5,6/16/2024 7:46,positif,ok
Dasep Bocil,5,6/16/2024 6:24,positif,Bagus
Arif Trianggono,5,6/16/2024 2:12,positif,baik dan komitmen
Nyai Sutinah,4,6/16/2024 0:40,netral,lumaya
faiz ramadhan,5,6/15/2024 20:42,positif,ok
Bo Y,5,6/15/2024 16:47,positif,baik
Muhamad Lahtif,3,6/15/2024 15:32,netral,semoga dapat pekerjaan disini aamiin
Irwansyah Irwan,5,6/15/2024 14:19,positif,sangat bagus sekali dan sempurna
kenniya willy1,4,6/15/2024 12:51,netral,segini dlu bintang nya kalo beneran dapet kerjaan dari glint baru saya kasih full bintang nya
Andy Syaputra,2,6/15/2024 12:10,positif,"Aplikasinya bagus sih tapi untuk daerah di Jawa saja lowongan kerja banyak Tapi untuk Sulawesi jarang ada loker,"
Andira Agustian,5,6/15/2024 11:57,positif,"Terpercaya,Dan cepat mendapat responsif dari HRD perusahaan."
Fandi Aziz P,5,6/15/2024 11:54,positif,"Terimakasih telah membuat aplikasi ini, saya sangat terbantu. Alhamdulillah saya dapat pekerjaan melalui aplikasi ini."
Robie Triadmo,1,6/15/2024 7:45,negatif,"aplikasi apaan ini, gak update sama sekali, loker sudah ditutup masih ditampilkan..parah"
munawir unani,4,6/15/2024 7:01,netral,mudah²an membantu
Muh Nuransur,5,6/15/2024 6:23,positif,sangat membantu untuk pencari kerja
Ariarwendi Ari,5,6/15/2024 5:32,positif,sangat membantu bagi orang yang mencari pekerjaan
ALTHAF Tzy,5,6/15/2024 3:07,positif,menbatu aku
Prescilia,2,6/15/2024 2:28,negatif,"Bisa gak kalo perusahaan yg udh kita lamar di filter dari pt yg belum kita lamar? Trus difilter jg yg gak kterima pt kalo bisa ada di calon plamar ada fitur blokir jadi kita gak akn ngliat pt itu lg saat kita mncari lowker. Satu lg, mnding pt gak usah ada fitur jwb deh kalo emg pt gak qualified, saya yg jelas² punya pngalaman tsb diksh alasan klasik, gak punya skill tsb. Klo mau kasih alasan tuh cerdas dikitlah, cari alsan² pngalihan sma anak psikologi ckckck. Tlg di noted ya saran saya. Thx"
Dewi Yulianti,5,6/15/2024 2:11,netral,lumayan
Rizky Pratama,5,6/14/2024 20:13,positif,sangat membantu
Annisa,5,6/14/2024 13:35,positif,bagusss
Bilal Ababil,2,6/14/2024 11:54,negatif,Hapus akun di apk Glints susah amat tolong perbaiki penghapusan akun jangan di pake ribet
Ana Kasumi,3,6/14/2024 11:47,negatif,"Tolong kepada HRD please beritahu status sama jobseeker setelah interview jangan hilang gitu aja, kasihan jobseeker udah kasih ekspektasi keterima kerja!!! Minimal kasih tau terima/gak!!!dan juga jangan bawain berkas lamaran dari jobseeker dikira bakal keterima!!kalian kira cetak foto maupun print gratis!!!"
Rahmat Bk99,5,6/14/2024 11:26,netral,semoga menjadi keberkahhan
Yesa Tapa tirta,3,6/14/2024 6:00,negatif,rada Laen be Amun ndek transper data
elas,3,6/14/2024 4:44,negatif,kenapa aplikasinya ga bisa dibuka ya??saya sedang komunikasi dengan hrd
Elvira Bella,5,6/14/2024 3:19,positif,"Aplikasinya bagus, mudah di gunakan dan sangat membantu untuk pencarian info lowongan kerja."
Best Madan,5,6/13/2024 20:21,netral,bagus sih tapi belum tau hasilnya gimana soalnya aku baru coba aplikasi nya gak ribet
Ayu Kartini07,5,6/13/2024 16:56,positif,good
Andika Putra,5,6/13/2024 15:31,positif,good
Basri onoy Basri onoy,2,6/13/2024 14:29,positif,Bagus untuk mencari kerja
Luchman Hakim,5,6/13/2024 14:12,positif,good
zea zata,5,6/13/2024 13:48,positif,BAGUS BGT
Andrey Harianja,5,6/13/2024 13:24,netral,mntap
Muhammad Memen,5,6/13/2024 13:15,netral,Operator
Gusti Ngurah,5,6/13/2024 10:59,positif,saya langsung kasih bintang 5
Nurul Qalby,5,6/13/2024 9:58,netral,"Mohon perbanyak lowongan lagi, jangan hanya di jabodetabek"
Kapak Hitam,5,6/13/2024 9:56,positif,terbaik buat mencari pekerjaan
Adhyt Dacoztha,4,6/13/2024 7:32,positif,bagus
Sunandi,5,6/13/2024 6:12,positif,ok
Neng Ziah,3,6/13/2024 5:28,positif,lumayan bagus
Eko Setiawan,5,6/13/2024 2:53,positif,baik sekali
Budi Prasetyo,5,6/13/2024 1:52,positif,mantap
Mathias Sel,5,6/13/2024 0:17,positif,bermanfaat
M Hidayat,5,6/12/2024 17:38,positif,Glint sangat dipercayai
Sinema Takya,5,6/12/2024 17:23,positif,Aplikasi sangat simpel
Abib Rohman,5,6/12/2024 16:05,positif,samgat bagusss
Azka Putra,5,6/12/2024 12:56,positif,Mantap
Doni Alkon,5,6/12/2024 10:55,positif,oke
Sufi Yati,4,6/12/2024 7:57,positif,ok semoga membantu
Erba Saputra,5,6/12/2024 7:52,netral,IYA SALAM ADA BAIK SALAM ADA PERSAHABATAN BR/DR/MR:ERBA SAPUTRA ST (ST) (MT)
Andika Priyadi,5,6/12/2024 6:26,positif,Sangat membantu
Erna Dwipariyanto,4,6/12/2024 6:22,negatif,sulit
Hasnaul Ikhtarosa,3,6/12/2024 6:05,positif,For the past 1 year I haven't gotten a job from Glints. For now I will give it three stars.
Wheheh 01,5,6/12/2024 3:36,positif,sangat membantu
Ridwan Iwan,5,6/11/2024 21:27,netral,sangat membantu untuk cari kerjaan. . cuman masih proses lamarannya.
Sil T,5,6/11/2024 17:29,positif,sangat membantu mencari pekerjaan
muhammad alfian,5,6/11/2024 15:26,positif,good
Agung Prabowo,3,6/11/2024 14:15,netral,Aku coba dulu ya kak klo akun grints aku gak logout aku kasih bintang lima deh
Medi Hartanto,5,6/11/2024 13:09,positif,Oke
ragil saputra,3,6/11/2024 12:13,positif,baik
Nur Awalya,5,6/11/2024 11:07,positif,sangat bagus sekali 😘
Ibad Alya Arsyila,3,6/11/2024 9:53,netral,bagus tapi saya belum keterima
asep ginanjar,5,6/11/2024 9:44,positif,keren
Muhammad Adhi,5,6/11/2024 7:40,positif,Cepat mendapatkan panggilan interview daripada menggunakan apk yang lain
Maniti Sihotang,4,6/11/2024 6:36,positif,memudahkan kita buat melamar
Indarto Prasetyo,5,6/11/2024 6:11,positif,i like it
Handry Nuggraha,5,6/11/2024 4:54,positif,bagus
Ajat Bandung,2,6/11/2024 4:50,positif,Manfaat lumayan lah
Zlatan Ibrahimovic,5,6/11/2024 4:34,positif,membantu
Usman Usman,5,6/11/2024 2:42,positif,ok. sukses
Sprkr Gold,5,6/11/2024 2:03,positif,Mantap
Indonesia Dangerous Squad,5,6/11/2024 2:01,negatif,"Masih sedikit kesulitan dalam mencari lowongan pekerjaan berdasarkan domisili. harusnya diberikan fitur untuk mencari semua kriteria lowongan pekerjaan tanpa harus menspesifikasikan pada 1 atau 5 kriteria pada satu domisili, sehingga seluruh loker yg ada pada domisili terkait dimunculkan. pada website bisa, namun pada aplikasi tidak bisa. mungkin bisa menjadi pertimbangan untuk kedepannya."
Dewisetiawati Dewi,5,6/11/2024 1:51,positif,bagus banget
Muhammad adam,5,6/10/2024 21:29,positif,jos
Aas abol Abol aas,5,6/10/2024 17:41,positif,top
Ria 2021,4,6/10/2024 12:47,positif,sangat cocok
Khusmia Arisbaya,5,6/10/2024 12:11,positif,tampilannya lebih mudah dimengerti dan tidak ribet
I NYOMAN TARMADI,5,6/10/2024 11:27,positif,aplikasi bagus buat cari kerja
Septi Wulansari,5,6/10/2024 10:41,positif,sangat bagus
Rahmat Andtean Rahmat,5,6/10/2024 9:07,positif,layanan mantap
Nurdiyanto,5,6/10/2024 8:52,netral,"Kasih 5 aja dulu , belum tau hasilnya."
