,content,label_num,clean_teks
1441,Aku coba dulu ya kak klo akun grints aku gak logout aku kasih bintang lima deh,1,coba ya kak akun grints tidak logout kasih bintang deh
1442,Oke,2,oke
1443,baik,2,baik
1444,sangat bagus sekali 😘,2,bagus
1445,bagus tapi saya belum keterima,1,bagus terima
1446,keren,2,keren
1447,Cepat mendapatkan panggilan interview daripada menggunakan apk yang lain,2,cepat panggil interview apk
1448,memudahkan kita buat melamar,2,mudah lamar
1449,i like it,2,i like it
1450,bagus,2,bagus
1451,Manfaat lumayan lah,2,manfaat lumayan
1452,membantu,2,bantu
1453,ok. sukses,2,ok sukses
1454,Mantap,2,mantap
1455,"Masih sedikit kesulitan dalam mencari lowongan pekerjaan berdasarkan domisili. harusnya diberikan fitur untuk mencari semua kriteria lowongan pekerjaan tanpa harus menspesifikasikan pada 1 atau 5 kriteria pada satu domisili, sehingga seluruh loker yg ada pada domisili terkait dimunculkan. pada website bisa, namun pada aplikasi tidak bisa. mungkin bisa menjadi pertimbangan untuk kedepannya.",0,sulit cari lowong kerja dasar domisili fitur cari kriteria lowong kerja spesifikasi kriteria domisili loker domisili kait muncul situs aplikasi tidak timbang depan
1456,bagus banget,2,bagus banget
1457,jos,2,jos
1458,top,2,top
1459,sangat cocok,2,cocok
1460,tampilannya lebih mudah dimengerti dan tidak ribet,2,tampil mudah erti tidak ribet
1461,aplikasi bagus buat cari kerja,2,aplikasi bagus cari kerja
1462,sangat bagus,2,bagus
1463,layanan mantap,2,layan mantap
1464,"Kasih 5 aja dulu , belum tau hasilnya.",1,kasih tau hasil
1465,terlalu ribet,0,ribet
1466,good,2,good
1467,Muungkin aplikasi ini dapat membantu saya mendapatkan pekerjaan.,1,muungkin aplikasi bantu kerja
1468,lumayan bagus,2,lumayan bagus
1469,Yg dipanggil ga sesuai rata2nya,0,panggil tidak sesuai rata
1470,Bismillah semoga keterima kerja,1,bismillah moga terima kerja
1471,bagus ada fitur bs kirim chat sblm melamar baru download dan baru mencoba..semoga sesuai harapan.terimakasih,2,bagus fitur kirim chat lamar download mencobasemoga sesuai harapanterimakasih
1472,"Terima kasih Glints, prosesnya benar-benar cepat, langsung to do point dengan HRD, notif lolos atau tidaknya langsung saat itu juga. Saya diterima di perusahaan melalui glints dengan proses kurang dari seminggu. Terima kasih Glints!",2,terima kasih glints proses benarbenar cepat langsung do point hrd pemberitahuan lolos tidak langsung terima usaha glints proses kurang minggu terima kasih glints
1473,sangat membantu,2,bantu
1474,semoga loker yg ada valid dan sya bisa menemukan pekerjaan yg sesuai,1,moga loker valid temu kerja sesuai
1475,Baguss,2,baguss
1476,luar biasa dan membantu sekali,2,biasa bantu
1477,sangat percayaka dengan ketentuan ini sangat membantu,2,percayaka tentu bantu
1478,mencari pekerjaan,1,cari kerja
1479,"Bintang 4 dulu..proses cepat,kl keterima..saya tambahin bintqng nya..👍👍",1,bintang duluproses cepatkl keterimasaya tambahin bintqng nya
1480,Terima kasih banyak.. Aplikasi yang sangat bermanfaat..,2,terima kasih aplikasi manfaat
1481,membantu,2,bantu
1482,OK.,2,ok
1483,keren,2,keren
1484,"masih sedikit kurang simple, tapi bagus aplikasinya",1,kurang simpel bagus aplikasi
1485,simple,2,simpel
1486,Tolomg tambahkan filter untuk remote jangan yg kontrak dan part time aja,0,tolomg tambah filter remote kontrak part
1487,"Saya rasa Glints ini kurang screening mana yang bener2 perusahaan dan mana yang perusahaan abal-abal. Karena saya hari ini dapat interview di PT. Project Solution Logistik dan ada deposit yang perlu disetorkan sebesar 1.700 dan saya deposit kan 150rb krn saya liat yang lain jga beri uang jd saya ikut, untungnya saya cm 150rb. Krn logika saya kerja itu untuk cari uang bukan memberi uang ke perusahaan tersebut, ntah krna aturan deposit sbgai jaminan ntah gimana saya kurang tahu.",0,glints kurang screening bener usaha usaha abalabal interview loker project solution logistik deposit setor deposit rb lihat uang untung cm rb logika kerja cari uang uang usaha ntah atur deposit jamin ntah kurang
1488,mantap,2,mantap
1489,Sangat membantu,2,bantu
1490,sangat bagus,2,bagus
1491,"Good, and thanks for a new job",2,good and terimakasih a new job
1492,bisa memantu utk mengejar karir kita,2,mantu kejar karir
1493,bagus,2,bagus
1494,cool,2,cool
1495,sangat baik,2,baik
1496,banyak informasi terkait bidang yg sedang dicari,2,informasi kait bidang cari
1497,"Sudah 4 tahun saya pakai aplikasi ini, belum dapat pekerjaan juga. Banyak pekerjaan yang ecek ecek dan ngaku PT, kaya online shop rumahan tapi tulisanya dicari admin, purchasing, dll, padahal cuma usaha rumahan dan bulan PT. Kecewa pakai aplikasi ini karena gak menemukan pekerjaan yang perusahaan bonafit.",0,pakai aplikasi kerja kerja ecek ecek ngaku loker kaya online shop rumah tulisanya cari admin purchasing lain usaha rumah loker kecewa pakai aplikasi tidak temu kerja usaha bonafit
1498,baik,2,baik
1499,Sangat Membantu Tenaga Kerja Untuk Tersalurkan Jasanya,2,bantu tenaga kerja salur jasa
1500,"Alhamdulillah belum sebulan nyobak"" melamar kerjaan lewat Glints sdh dpt kerjaan gaji 5jtan.padahal usiaku sdh 44th ijazah pun hanya paket C setara SMA.untuk teman2 yg lagi nyari kerja,intinya PD aja selama kita punya skill dan banyak pengalaman jgn mundur dan minder untuk tetap mengajukan lamaran.misal perusahaan memberi kriteria batas usia 35 atau yang di cari minimal S1 sedang usia kita sdh lebih 35 dan ijazah BKN S1 tetap ajuin lamaran jgn mundur.siapa tau perusahaan bisa memberi kesempatan",2,alhamdulillah bulan nyobak lamar kerja glints kerja gaji jtanpadahal usia th ijazah paket c tara smauntuk teman nyari kerjaintinya pd skill alam mundur minder aju lamaranmisal usaha kriteria batas usia cari minimal s usia ijazah s ajuin lamar mundursiapa tau usaha sempat
1501,ccok,2,ccok
1502,Di kacangjn terus tod,0,kacangjn tod
1503,Mau tambah pengalaman kerja tpi nggak bisa simpan akhirnya profilnya jadi nggak lengkap Kenapa ya?,0,alam kerja tidak simpan profil tidak lengkap ya
1504,Aplikasinyh sangat membantu bisa di kerjakan di mana saja daann uang jajan bertambah 😊😊,2,aplikasinyh bantu kerja daann uang jajan tambah
1505,mudah dalam pengunaan,2,mudah pengunaan
1506,Pengalaman kerja 10,1,alam kerja
1507,sulit mencari pekerjaan di apliksi sini cba bantu,0,sulit cari kerja apliksi cba bantu
1508,baik... sangat akurat,2,baik akurat
1509,Aplikasi sangat membantu untuk para pencari kerja simple tanpa harus ribet,2,aplikasi bantu cari kerja simpel ribet
1510,keren banget,2,keren banget
1511,"Rata"" perusahaan yang buat lowongan di glints, banyak lihat doang, ga dipanggil, banyak hanya permainkan kandidat, capein saja, tidak melihat perjuangan kandidat, datang jauh"" ujungnya hanya ingin tau biodata Saja, trus tidak dipanggil lagi . Buat apa aplikasi lowongan ini dibuat, maunya dihapuskan aplikasi lowongan glints, biar perusahaan susah nyari kandidat",0,usaha lowong glints lihat tidak panggil main kandidat capein tidak juang kandidat ujung tau biodata tidak panggil aplikasi lowong mau hapus aplikasi lowong glints biar usaha susah nyari kandidat
1512,Yeee,1,yeee
1513,Good,2,good
1514,terimakasih,2,terimakasih
1515,baik,2,baik
1516,semoga dapet lokor ada pangilan kerja,1,moga dapet lokor panggil kerja
1517,Sangat membabtu,2,membabtu
1518,sangat bagua dan membantu dlm mencari Pekerjaan,2,bagua bantu cari kerja
1519,apk nya membantu banget ngapain lagi ayo cobain sendiri,2,apk nya bantu banget ngapain ayo cobain
1520,Baru coba coba pakai glint ini dan lom dapet kerja pula,0,coba coba pakai glint dapet kerja
1521,Boleh lah,2,
1522,sangat membantu,2,bantu
1523,Sangat membantu sekali mudah mudahan saya di terima kerja melalui glints 😇🙏,2,bantu mudah mudah terima kerja glints
1524,sangat berguna,2,guna
1525,bgus sekali sangat membantu saya dengan adanya aplikasi ini sangat membntu banget buway saya yang susah nyri kerja,2,bgus bantu aplikasi membntu banget buway susah nyri kerja
1526,"Susah mendapatkan pekerjaan. "" Skill belum sesuai"" Mulu . G punya skill. G ada modal biaya buat pelatihan biar mendapatkan skill.",0,susah kerja skill sesuai mulu tidak skill tidak modal biaya latih biar skill
1527,"bagus nih, ringan banget aplikasi nya",2,bagus nih ringan banget aplikasi nya
1528,lumayan tapi. blum tau dapet apa ga ya di aplikasi ini,1,lumayan tau dapet tidak ya aplikasi
1529,Sangat baik,2,baik
1530,sangat membantu,2,bantu
1531,"Aangat recommended dah, abiszzz",2,aangat recommended abiszzz
1532,Alhamdulillah sangat membantu sekali aplikasinya,2,alhamdulillah bantu aplikasi
1533,orkes lah,1,orkes
1534,sangat membantu untuk mendapatkan pekerjaan di aplikasi glints👍🏻👍🏻,2,bantu kerja aplikasi glints
1535,lumayan,1,lumayan
1536,belom ada bukti nyata,0,bom bukti nyata
1537,"semoga membantu para pencari kerja,semoga Indonesia semakin maju dan sukses.",1,moga bantu cari kerjasemoga indonesia maju sukses
1538,opsional,1,opsional
1539,Baguss aplikasi nya,2,baguss aplikasi nya
1540,mantab,2,mantap
1541,ok,2,ok
1542,saya tertarik dengan pekerjaan ini,2,tarik kerja
1543,semoga dgn aplikasi Glint ini bisa membantu buat teman2 yg butuh pekerjaan 🙏🙏🙏,1,moga aplikasi glint bantu teman butuh kerja
1544,sangat membantu,2,bantu
1545,"baik, cukup puas",2,baik cukup puas
1546,ok,2,ok
1547,👍,1,
1548,makasih,1,terimakasih
1549,aplikasi nya sangat membantu dan sangat bermanfaat terima kasih banyak yach,2,aplikasi nya bantu manfaat terima kasih yach
1550,Aplikasinya koq ga bs kebuka ya skarang? Padahal baru semalam sy buka.. Koq skarang loadingnya lama banget?Tidak ada Panggilan Interview dari Aplikasi ini.. Payah ga ngebantu..,0,aplikasi koq tidak buka ya malam buka koq loadingnya bangettidak panggil interview aplikasi payah tidak ngebantu
1551,semoga bisa memberikan lowongan pekerjaan dengan cepat,1,moga lowong kerja cepat
1552,bagus banget,2,bagus banget
1553,Setiap lamaran kerja pasti jawabannya kadaluarsa lah skill udah jelas jelas saya lamar sesuai dengan kemampuan saya kalo memang udah tutup tidak usah buka lagi,0,lamar kerja jawab kadaluarsa skill lamar sesuai mampu tutup tidak buka
1554,sementara ⭐ 4 dulu ya gaesss,1,ya gaesss
1555,"Fresh Graduate, 1000 lamaran belum ada yang terima sedih sedih😓😢",0,fresh graduate lamar terima sedih sedih
1556,aplikasinya sangat mudah di pahami dan fitur fitur nya sangat lengkap dan mudah di pahami pokoknya wajib download aplikasi ini ☺️🥰,2,aplikasi mudah paham fitur fitur nya lengkap mudah paham pokok wajib download aplikasi
1557,saya sangat senang sekali,2,senang
1558,oke,2,oke
1559,"Bayangan sayabini akan lebih baik jika karena kami akan diajarkan untuk bekerja tapi kami belum membuktikan . Makanya saya kasih 4 bintang Harusnya permintaan penilaian bintang setelah praktek, bukan sebelum praktek",1,bayang sayabini baik ajar bukti kasih bintang minta nilai bintang praktek praktek
1560,4 dulu bila ada kemajuan dalam aplikasi tambah 1,1,maju aplikasi
1561,Pokoknya siiplah,2,pokok siiplah
1562,baru mencoba aplikasi ini semoga saja dpt pekerjaan,1,coba aplikasi moga kerja
1563,"Aplikasi yang bagus, sangat membantu sebagai penghubung antara pencari kerja dan penyedia pekerjaan, semoga menjadikan keberkahan bagi pembuat dan pengelola aplikasi ini... Aamiin Yaa Rabbal 'Aalamiin",2,aplikasi bagus bantu hubung cari kerja sedia kerja moga jadi berkah buat kelola aplikasi aamiin yaa rabbal aalamiin
1564,cobak,1,cobak
1565,untuk informasi tentang lowongan pekerjaan sangat membantu saya dalam mencari pekerjaan yang sesuai dengan pengalaman saya.,2,informasi lowong kerja bantu cari kerja sesuai alam
1566,Bagus,2,bagus
1567,verry good,2,verry good
1568,aplikasi oke,2,aplikasi oke
1569,"sangat membantu, thanks",2,bantu terimakasih
1570,terimakasih,2,terimakasih
1571,ok,2,ok
1572,"Sayang sekali tidak ada keharusan bagi team HR untuk konfirmasi bagi setiap pelamar. Iya saya tau gak mungkin ratusan cv di konfirmasi satu persatu. Masukan saja untuk pengembang : agar di tambah bintangnya nanti, 1. baiknya data cv yang masuk ke perusahaan auto terhapus jika dalam waktu 7 hari kerja tidak di baca atau tidak ada konfirmasi Supaya team HR perusahaan lebih serius dalam merekrut calon melalui platform loker tidak hanya memasang dan menutup loker.",0,sayang tidak harus team konfirmasi lamar iya tau tidak ratus cv konfirmasi satu masuk kembang bintang baik data cv masuk usaha auto hapus kerja tidak baca tidak konfirmasi team usaha serius rekrut calon platform loker tidak pasang tutup loker
1573,Bagus recommended,2,bagus recommended
1574,"insya ALLAH bagus,sangat membantu orang yang cari kerja🙏",1,insya allah bagussangat bantu orang cari kerja
1575,keren,2,keren
1576,oke,2,oke
1577,Mantab dan sangat menbantu,2,mantap menbantu
1578,bagus,2,bagus
1579,baik,2,baik
1580,Aplikasi nya sdh bahus. Dan respon HRD cepat. Tetapi. Tolong filter untuk lokasi di tingkatkan. Filter lokasi sangat buruk.,2,aplikasi nya bahus respon hrd cepat tolong filter lokasi tingkat filter lokasi buruk
1581,"Aplikasi sangat membantu sekali untuk berkomunikasi langsung antara pencari kerja dengan pemberi lowongan kerja. Akan tetapi aplikasi ini harus di perbaiki, terutama di filter jenis pekerjaan dan lokasi kerja yang ingin di cari, sehingga muncul sesuai yang di cari, kalo yang saat ini terjadi masih random dari Sabang sampai Merauke keluar semua.",1,aplikasi bantu komunikasi langsung cari kerja beri lowong kerja aplikasi baik filter jenis kerja lokasi kerja cari muncul sesuai cari random sabang merauke
1582,bagus,2,bagus
1583,sangat membantu,2,bantu
1584,baik,2,baik
1585,Salah satu aplikasi pendukung untuk mencari info pekerjaan,2,salah aplikasi dukung cari informasi kerja
1586,bagus bgt tapi kurang relatif apa lgi aku di pulau Belitung tolong dong lebih luas lgi biar mudah jangkau nya terima kasih,1,bagus banget kurang relatif pulau belitung tolong luas biar mudah jangkau nya terima kasih
1587,semoga lewat app ini saya mendapatkan pekerjaan yang bisa dikerjakan dari rumah amiin,1,moga app kerja rumah amiin
1588,Aplikasinya sangat membantu utk para pencari kerja. Mantap,2,aplikasi bantu cari kerja mantap
1589,bagus,2,bagus
1590,bagus aplikasi nya,2,bagus aplikasi nya
1591,bismillah dpt kerjaan.,1,bismillah kerja
1592,tidak mudah daftarkan nya,0,tidak mudah daftar nya
1593,sangat membantu,2,bantu
1594,mantap,2,mantap
1595,👍,1,
1596,"mantap, semoga aku dapat kerja kembali",1,mantap moga kerja
1597,sangat baguss,1,baguss
1598,baik,2,baik
1599,good to the better,2,good the better
1600,"Mengapa tidak ada lowongan di kota yang saya filter, sedangkan di aplikasi lainnya sangat banyak. Dan juga pilihan filternya sangat sedikit hanya menyediakan lowongan tertentu di kota2 besar, maaf saya uninstall aplikasi ini karena sangat terbatas.",0,tidak lowong kota filter aplikasi pilih filter sedia lowong kota maaf uninstall aplikasi batas
1601,"Tidak ada aplikasi sempurna, bagaimanapun saya berterimakasih dengan semakin banyaknya aplikasi lowongan online sangat membantu orang-orang yang membutuhkan pekerjaan, fitur chat HRD ada atau tidak sebenarnya sama saja karena tidak ada HRD yang merespon chat tersebut.",1,tidak aplikasi sempurna berterimakasih banyak aplikasi lowong online bantu orangorang butuh kerja fitur chat hrd tidak tidak hrd merespon chat
1602,kerenn,2,kerenn
1603,bagus,2,bagus
1604,"Cukup membantu dalam mencari pekerjaan,part time,full time,maupun remote semuanya ada.",2,cukup bantu cari pekerjaanpart timefull timemaupun remote
1605,Bagus sii bagus Tapi aneh masa semua lamaran yg di kirim sudah sesuai semua Tapi tidak ada 1 pun yg keterima sama HRD nya,1,bagus sii bagus aneh lamar kirim sesuai tidak terima hrd nya
1606,Sangat membantu keuangan,2,bantu uang
1607,sangat membantu sekali,2,bantu
1608,"good apk, helply.",2,good apk helply
1609,"Thank you aplikasi yg membantu saya dlam mendapatkan kerjaan sebagai catatan buat managemen glints yg saat ini banyak menggunakan tlong remind untuk para company yg menggunakan aplikasi tolong jangan banyak PHP ke para pencari kerja sprti belom membaca CV langsung pesan otomatis belum sesuai, atau sedang komunikasi tpi tak ada kabar lagi.",2,thank aplikasi bantu kerja catat managemen glints tolong remind usaha aplikasi tolong php cari kerja bom baca cv langsung pesan otomatis sesuai komunikasi tidak kabar
1610,Fiturnya lengkap,2,fiturnya lengkap
1611,mudah. bagus,2,mudah bagus
1612,"ok,saya pakai dulu",1,oksaya pakai
1613,Lumayan buat cari loker 👍,1,lumayan cari loker
1614,sangat membantu,2,bantu
1615,aplikasinyaa bagus semoga saya cepat di terima kerja🙏🏻🙏🏻,2,aplikasinyaa bagus moga cepat terima kerja
1616,"Bagus mudah, tapi itu2 aja lokernya",1,bagus mudah lokernya
1617,sangat baik,2,baik
1618,hahahha,1,hahahha
1619,tidak ada yang menerima saya bekerja,0,tidak terima
1620,siipp,2,siipp
1621,mantap,2,mantap
1622,baru nyoba apk ini semoga gampang dapet kerjaan nya amin,1,nyoba apk moga gampang dapet kerja nya amin
1623,apk ny bgus bngt tetep semangat buat yg punya apk ini,1,apk ny bgus bngt semangat apk
1624,bagus,2,bagus
1625,terimakasih glints,2,terimakasih glints
1626,bagus semoga ajja bisa keterima kerja dengan aplikasi ini aamiin,1,bagus moga ajja terima kerja aplikasi aamiin
1627,"Aplikasi Bagus, cocok buat Para pencari kerja",2,aplikasi bagus cocok cari kerja
1628,mantap,2,mantap
1629,good,2,good
1630,Udah masukin cari loker di domisili yang keluar di luar domisili semua. Kalau emang gak ada gpp g ush dikeluarin lokernya,0,masukin cari loker domisili domisili emang tidak tidak-apa-apa tidak ush dikeluarin lokernya
1631,mudah mudahan cepat di panggil kerja nya,1,mudah mudah cepat panggil kerja nya
1632,Fake Jobs apk,0,fake jobs apk
1633,apk yang membantu,2,apk bantu
1634,aplikasi yang sangat membantu,2,aplikasi bantu
1635,bagys,2,bagys
1636,Semoga ada yg masuk lokernya,1,moga masuk lokernya
1637,"Terlalu ribet dibanding aplikasi pencari loker lain, preferensi bidang malah dibatasi 5 doang, terus preferensi lokasi kerja juga dibatasi 3 itupun cuman bisa pilihan kota/ kabupaten bukan provinsi, lokerpun juga sedikit dibanding aplikasi pencari loker lain... Benahi program anda, bikin user nyaman bukan malah bikin user kesel sama program anda yg ribet, belajar dari aplikasi lain...",0,ribet banding aplikasi cari loker preferensi bidang batas preferensi lokasi kerja batas itu pilih kota kabupaten provinsi lokerpun banding aplikasi cari loker benah program bikin user nyaman bikin user kesel program ribet ajar aplikasi
1638,mantab,2,mantap
1639,buat sy loker glints cukup menarik,1,loker glints cukup tarik
1640,sangat praktis,2,praktis
1641,ter the best!!!,2,ter the best
1642,bagus,2,bagus
1643,GK ad yg serius semua lokerny,0,tidak serius lokerny
1644,"skema dan susunan nya bagus, begitu tertata sangat rapi.",2,skema susun nya bagus tata rapi
1645,tul,1,tul
1646,bagus,2,bagus
1647,sangat bermanfaat bagi keluarga,2,manfaat keluarga
1648,bagus,2,bagus
1649,bagus,2,bagus
1650,situs terpercaya cari kerjaan yang baik,2,situs percaya cari kerja baik
1651,Filter lokasi tidak bekerja dengan baik,0,filter lokasi tidak baik
1652,aplikasi bagus ..kalau bisa pekerjaan d tambah banyak aja ..fitur bagus ..gampang d gunakan gratis pula tetap semangat perbarui aplikasi lebih baik,2,aplikasi bagus kerja d fitur bagus gampang d gratis semangat baru aplikasi baik
1653,bermanfaat sekali bagi orang banyak,2,manfaat orang
1654,"Banyak perusahaan ga jelas, Kalaupun ada rata-rata perusahaan branding biar terkenal aja nama perusahaannya.",0,usaha tidak ratarata usaha branding biar kenal nama usaha
1655,good,2,good
1656,bagus,2,bagus
1657,Sangat bermanfaat,2,manfaat
1658,sangat membantu untuk mencari pekerjaan,2,bantu cari kerja
1659,ok,2,ok
1660,Mantap,2,mantap
1661,"Bersyukur bgt ada apk inii, sangat membantu sekali buat pengguna yang lagi cari pekerjaan😭",2,syukur banget apk ini bantu guna cari kerja
1662,Bagus sekali untuk yang mencari pekerjaan,2,bagus cari kerja
1663,wow,1,wow
1664,👍🏼👍🏼👍🏼👍🏼👍🏼,1,
1665,bismillah semoga bisa dapat membantu,1,bismillah moga bantu
1666,Baik dan nyaman di gunakan,2,baik nyaman
1667,"bagus , kalo sudah keterima kerja . aku tambah bintangnya",1,bagus terima kerja bintang
1668,"untuk saya yg baru lulus SMK apk ini benar"" sangat membantu karena informasinya begitu membantu 🤩",2,lulus smk apk bantu informasi bantu
1669,Semoga membantu saya dalam mencari pekerjaan.,1,moga bantu cari kerja
1670,recommended bgt deh asli,2,recommended banget deh asli
1671,good,2,good
1672,memuaskan,2,muas
1673,sedikit belum tahu,1,
1674,Buka aplikasinya bagus cuman masih ada book kayak kalau mau cari disesuai profesi atau wilayah tapi masih tidak berguna itu pencarian filternya cari khusus di daerah Bandung tapi yang muncul daerah Jawa Barat semua bukan daerah Bandung saja kalau kita filter prosesi tapi masih aja Muncul semua profesi bukan hanya profesi yang kita inginkan,1,buka aplikasi bagus book cari sesuai profesi wilayah tidak guna cari filter cari khusus daerah bandung muncul daerah jawa barat daerah bandung filter prosesi muncul profesi profesi
1675,"Terimakasih buat aplikasi Glints,Baru pertama download langsung di panggil dan di terima perusahaan bagus. Intinya jangan kebanyakan ngeluh tapi perbanyak usaha dan doa, Aplikasi ini adalah bagian dari usaha kita. Kalau belum ya usaha lagi dengan cara lain. semangat buat para pencari kerja🥰. Dan terimakasih banyak Glints❤️ Rekomen banget buat para fresh graduate,Nyata,simple dan yang pasti Terpercaya💐",2,terimakasih aplikasi glintsbaru download langsung panggil terima usaha bagus inti banyak keluh banyak usaha doa aplikasi usaha ya usaha semangat cari kerja terimakasih glints rekomen banget fresh graduatenyatasimple percaya
1676,baik,2,baik
1677,ingin kerja,1,kerja
1678,"baru download kemarin semoga bisa dapat kerjaan, amin",1,download kemarin moga kerja amin
1679,sangat membantu,2,bantu
1680,sangat membantu,2,bantu
1681,nice,2,nice
1682,"aplikasi ini sangat bagus,cocok untuk para pencari kerja",2,aplikasi baguscocok cari kerja
1683,aplikasi yg sangat bagus,2,aplikasi bagus
1684,sangat membantu,2,bantu
1685,sangat simpel penggunaanya,2,simpel penggunaanya
1686,bagus,2,bagus
1687,saya lagi cari kerja jadi supir,1,cari kerja supir
1688,bagus,2,bagus
1689,Payah gapernah ada yg nyangkut,0,payah tidak nyangkut
1690,membantu,2,bantu
1691,good,2,good
1692,cukup bagus,2,cukup bagus
1693,ok,2,ok
1694,lumayan cmen masi menunggu saya tuk di panggil apakah bener di panggil atw tidak di APP yg saya pakai ini. mudahan yg saya harap kan..,0,lumayan cmen tunggu tuk panggil bener panggil tidak app pakai mudah harap
1695,good enough,2,good cukup
1696,gk tau karena baru gabung,1,tidak tau gabung
1697,mudah mudahan bagus,1,mudah mudah bagus
1698,"menggunakan applikasi glints sangat cocok untuk saya karena tidak ribet dan mudah dimengerti struktural tools dr apps ini. terimakasih, semoga sy segera berjodoh dan dekat dg rumah saya. semangaat glints",2,applikasi glints cocok tidak ribet mudah erti struktural tools apps terimakasih moga jodoh rumah semangaat glints
1699,ok,2,ok
1700,"sedang mencoba untuk melamar, smg ada hasil baik sesuai ekspektasi, jika ada goal auto up stars",1,coba lamar moga hasil baik sesuai ekspektasi goal auto up stars
1701,like it,2,like it
1702,bagus,2,bagus
1703,bermanfaat sekali tks,2,manfaat terimakasih
1704,sangat cocok untuk saya,2,cocok
1705,sangat membantu,2,bantu
1706,aplikasi pencarian kerja yang bagus,2,aplikasi cari kerja bagus
1707,Mantap,2,mantap
1708,"mudah di gunakan.mudah""an cepet dapat kernaan",1,mudah gunakanmudahan cepat kernaan
1709,sangat baik,2,baik
1710,"Aplikasinya simple, midah digunakan",2,aplikasi simpel midah
1711,baik,2,baik
1712,belum ada perkembangan terhadap lamaran saya,0,kembang lamar
1713,"Saya uninstall. Banyak perusahaan yang tidak jelas, untuk rate salary, ruang lingkup pekerjaan, lokasi kerja.",0,uninstall usaha tidak rate salary ruang lingkup kerja lokasi kerja
1714,Mantul,2,mantul
1715,sangat bagus,2,bagus
1716,good job glints,2,good job glints
1717,bagus sekali,2,bagus
1718,Alhamdulillah baik,2,alhamdulillah baik
1719,baguus,2,baguus
1720,banyak info lowongan pekerjaan nya,2,informasi lowong kerja nya
1721,good,2,good
1722,sangat berguna dan bermanfaat bagi aku sebagai pekerjaan sampingan,2,guna manfaat kerja samping
1723,ok,2,ok
1724,saya udah pilih kota yang saya mau tapi kenapa munculnya malah semua kota di pulau jawa. ga sesuai dengan semua referensi yang saya tulis dan pilih. cari lokernya yang saya mau jadi kelamaan. belum lagi upload cv nya susah. udah di pilih pdf tapi tetap di tolak alasan bukan pdf. gmn sih ini...,0,pilih kota muncul kota pulau jawa tidak sesuai referensi tulis pilih cari lokernya upload cv nya susah pilih pdf tolak alas pdf sih
1725,menarik,2,tarik
1726,sangat recomended untuk para pencari kerja,2,recomended cari kerja
1727,"banyak loker, mudah""an terkirim langsung chat sama perusahaannya.",1,loker mudah kirim langsung chat usaha
1728,baik,2,baik
1729,baik masih coba,1,baik coba
1730,kalo dah dapet pekerjaan saya tambahkan bintangnya,1,dapet kerja tambah bintang
1731,good,2,good
1732,sangat membantu terimakasih ❤️,2,bantu terimakasih
1733,satu dulu,1,
1734,sangat membantu,2,bantu
1735,mantab dan cepat proses nya,2,mantap cepat proses nya
1736,Good,2,good
1737,cakep,2,cakep
1738,puas,2,puas
1739,untuk sementara B3 dulu,1,bb
1740,ok,2,ok
1741,"Aplikasi Bagus 👍👍🌟 lebih Praktis dibanding app serupa yng lain. Sangat Membantu Masyarakat yng lagi cari Aktifitas Positif (bekerja dll), dan mbantu Perusahan yng sdg mencari SDM sesuai harapan. moga Glint kedepan makin Sukses 🥇🇮🇩",2,aplikasi bagus praktis banding app bantu masyarakat cari aktifitas positif lain mbantu usah cari sdm sesuai harap moga glint depan sukses
1742,mantap,2,mantap
1743,Aplikasinya bagus dan relevan,2,aplikasi bagus relevan
1744,aplikasi ini sangat baik,2,aplikasi baik
1745,sangat membantu mencari kerja,2,bantu cari kerja
1746,Nice Apps,2,nice apps
1747,good,2,good
1748,ok,2,ok
1749,Sangat membantu untuk mencari imfo lowongan pekerjaan.,2,bantu cari imfo lowong kerja
1750,semoga dapet kerja yg terbaik,1,moga dapet kerja baik
1751,Baik,2,baik
1752,"mudah bgt lamar pake aplikasi ini, bs chat hrdnya lgsg. mantab. g perlu waktu lama apply kita bakal dilanjut/ga. jd g perlu cemas lgsg tau deh",2,mudah banget lamar pakai aplikasi chat hrdnya langsung mantap tidak apply dilanjutga tidak cemas langsung tau deh
1753,"no dark mode, no 5 stars",2,nomor dark mode nomor stars
1754,yang dekat,1,
1755,Ok juga,2,ok
1756,nntap,1,nntap
1757,"aplikasinya keren banget untuk mencari lowongan kerja, karena aplikasi ini menyediakan banyak lowongan kerja",2,aplikasi keren banget cari lowong kerja aplikasi sedia lowong kerja
1758,sengt membantu,2,sengt bantu
1759,Ok,2,ok
1760,good,2,good
1761,👍,1,
1762,"Guys klok kalian lamar online hati2 ya. Baru aja kejadian di saya, saya kena tipu sama perusahaan abal2. Nama perusahaannya PT. MAJUTRANS LOGISTIK INDONESIA. Di chat lewat wa dpt undangan interview JANGAN MAU YA. Terus klok nama perusahaannya dicari di google, di maps terus GK muncul fiks itu abal2",0,guys klok lamar online hati ya jadi kena tipu usaha abal nama usaha loker majutrans logistik indonesia chat wa undang interview ya klok nama usaha cari google maps tidak muncul fiks abal
1763,"Kurang bagus ini aplikasi, masak iya gak bisa filter area atau tmpt tinggal, yg muncul lokernya malah yg di luar pulau",0,kurang bagus aplikasi masak iya tidak filter area tinggal muncul lokernya pulau
1764,bagus,2,bagus
1765,baik,2,baik
1766,Sangat baik🥰,2,baik
